"data","lable"
-0.600000024,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
0.200000003,"Google"
-0.600000024,"Google"
0.300000012,"Google"
0.100000001,"Google"
0.200000003,"Google"
-0.200000003,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
-0.100000001,"Google"
0.400000006,"Google"
-0.200000003,"Google"
0.899999976,"Google"
0,"Google"
0.300000012,"Google"
0.100000001,"Google"
-0.5,"Google"
0.400000006,"Google"
-0.5,"Google"
0,"Google"
0,"Google"
0.300000012,"Google"
0.300000012,"Google"
0.100000001,"Google"
0.300000012,"Google"
0,"Google"
-0.800000012,"Google"
0,"Google"
0.200000003,"Google"
0,"Google"
0.100000001,"Google"
0,"Google"
-0.800000012,"Google"
0.200000003,"Google"
0.699999988,"Google"
-0.200000003,"Google"
0.400000006,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.300000012,"Google"
0.200000003,"Google"
-0.899999976,"Google"
0,"Google"
-0.100000001,"Google"
0,"Google"
0.200000003,"Google"
-0.100000001,"Google"
0,"Google"
-0.100000001,"Google"
0.100000001,"Google"
0,"Google"
-0.400000006,"Google"
-0.5,"Google"
-0.899999976,"Google"
0.100000001,"Google"
0.100000001,"Google"
0.5,"Google"
-0.200000003,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.300000012,"Google"
-0.5,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.400000006,"Google"
-0.200000003,"Google"
-0.5,"Google"
-0.699999988,"Google"
-0.5,"Google"
-0.899999976,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
0,"Google"
-0.800000012,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
0.100000001,"Google"
-0.5,"Google"
0.600000024,"Google"
-0.200000003,"Google"
-0.800000012,"Google"
0,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.899999976,"Google"
0.400000006,"Google"
0.899999976,"Google"
0.899999976,"Google"
0.899999976,"Google"
0,"Google"
0,"Google"
-0.899999976,"Google"
-0.5,"Google"
0.200000003,"Google"
0.899999976,"Google"
-0.5,"Google"
-0.400000006,"Google"
-0.200000003,"Google"
0.699999988,"Google"
0,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
-0.699999988,"Google"
-0.100000001,"Google"
0.600000024,"Google"
0.300000012,"Google"
-0.200000003,"Google"
-0.100000001,"Google"
0,"Google"
-0.699999988,"Google"
-0.5,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
0,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
-0.5,"Google"
-0.800000012,"Google"
0.300000012,"Google"
-0.5,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.200000003,"Google"
0.699999988,"Google"
-0.200000003,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
-0.400000006,"Google"
-0.200000003,"Google"
0.200000003,"Google"
0,"Google"
0.699999988,"Google"
0.300000012,"Google"
-0.200000003,"Google"
0.800000012,"Google"
-0.100000001,"Google"
0.100000001,"Google"
-0.100000001,"Google"
0.100000001,"Google"
0.200000003,"Google"
0,"Google"
0.100000001,"Google"
0.300000012,"Google"
-0.5,"Google"
0.200000003,"Google"
0.300000012,"Google"
0.699999988,"Google"
0.100000001,"Google"
0,"Google"
0.400000006,"Google"
-0.100000001,"Google"
0.600000024,"Google"
0,"Google"
0.400000006,"Google"
0.400000006,"Google"
0.300000012,"Google"
0,"Google"
-0.5,"Google"
0.400000006,"Google"
0,"Google"
0.699999988,"Google"
0.699999988,"Google"
0,"Google"
0.100000001,"Google"
0.5,"Google"
0.300000012,"Google"
-0.5,"Google"
0.800000012,"Google"
0.100000001,"Google"
0,"Google"
-0.100000001,"Google"
0,"Google"
-0.5,"Google"
-0.300000012,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
0,"Google"
0.400000006,"Google"
0,"Google"
0.400000006,"Google"
0,"Google"
0.899999976,"Google"
-0.600000024,"Google"
0,"Google"
0,"Google"
-0.100000001,"Google"
0,"Google"
-0.699999988,"Google"
0.699999988,"Google"
-0.300000012,"Google"
-0.5,"Google"
-0.100000001,"Google"
0,"Google"
0,"Google"
-0.800000012,"Google"
0,"Google"
-0.200000003,"Google"
-0.5,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
0.699999988,"Google"
-0.200000003,"Google"
0,"Google"
0.200000003,"Google"
0,"Google"
-0.400000006,"Google"
0.300000012,"Google"
0.899999976,"Google"
0.100000001,"Google"
-0.400000006,"Google"
0.800000012,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
0.400000006,"Google"
-0.5,"Google"
0,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
0.600000024,"Google"
-0.400000006,"Google"
0,"Google"
0.800000012,"Google"
0.200000003,"Google"
0,"Google"
0.300000012,"Google"
-0.100000001,"Google"
0.800000012,"Google"
0.5,"Google"
0.400000006,"Google"
-0.200000003,"Google"
0.699999988,"Google"
-0.300000012,"Google"
0,"Google"
0,"Google"
-0.600000024,"Google"
0.600000024,"Google"
0,"Google"
-0.300000012,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
-0.899999976,"Google"
-0.400000006,"Google"
-0.100000001,"Google"
0,"Google"
-0.300000012,"Google"
0.200000003,"Google"
0.300000012,"Google"
0.100000001,"Google"
0.100000001,"Google"
0.300000012,"Google"
0.100000001,"Google"
-0.899999976,"Google"
0,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
-0.200000003,"Google"
0,"Google"
-0.100000001,"Google"
0.100000001,"Google"
0,"Google"
-0.5,"Google"
0,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
-0.5,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
-0.600000024,"Google"
-0.600000024,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
-0.200000003,"Google"
0.5,"Google"
-0.5,"Google"
-0.400000006,"Google"
-0.800000012,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.200000003,"Google"
0.899999976,"Google"
-0.600000024,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
0.400000006,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
0,"Google"
-0.100000001,"Google"
0.100000001,"Google"
0,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.600000024,"Google"
0.699999988,"Google"
-0.899999976,"Google"
0,"Google"
-0.600000024,"Google"
0,"Google"
0,"Google"
0.300000012,"Google"
-0.300000012,"Google"
0.100000001,"Google"
0.800000012,"Google"
0.699999988,"Google"
-0.300000012,"Google"
0,"Google"
-0.100000001,"Google"
-0.600000024,"Google"
0,"Google"
-0.600000024,"Google"
0,"Google"
-0.899999976,"Google"
-0.600000024,"Google"
0.200000003,"Google"
0.100000001,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
-0.100000001,"Google"
-0.600000024,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.5,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
-0.400000006,"Google"
0.400000006,"Google"
-0.5,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
0.200000003,"Google"
0,"Google"
-0.600000024,"Google"
0.100000001,"Google"
-0.200000003,"Google"
0.200000003,"Google"
0.100000001,"Google"
0,"Google"
0.100000001,"Google"
-0.400000006,"Google"
-0.899999976,"Google"
0.699999988,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.899999976,"Google"
0.200000003,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.300000012,"Google"
-0.800000012,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
-0.899999976,"Google"
-0.800000012,"Google"
-0.600000024,"Google"
-0.300000012,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
-0.600000024,"Google"
0.200000003,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
-0.5,"Google"
0.5,"Google"
-0.300000012,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.699999988,"Google"
-0.200000003,"Google"
-0.100000001,"Google"
-0.699999988,"Google"
0.100000001,"Google"
0,"Google"
0,"Google"
-0.699999988,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
0,"Google"
0,"Google"
0.100000001,"Google"
0.400000006,"Google"
0,"Google"
0.5,"Google"
0,"Google"
0.100000001,"Google"
-0.5,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
0,"Google"
0,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
-0.300000012,"Google"
-0.600000024,"Google"
-0.300000012,"Google"
-0.200000003,"Google"
-0.5,"Google"
-0.200000003,"Google"
0.5,"Google"
0.5,"Google"
0.100000001,"Google"
-0.5,"Google"
-0.400000006,"Google"
0.400000006,"Google"
0.5,"Google"
0.100000001,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
0.699999988,"Google"
-0.899999976,"Google"
0,"Google"
0,"Google"
0.699999988,"Google"
-0.300000012,"Google"
-0.300000012,"Google"
0.5,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.300000012,"Google"
0.200000003,"Google"
-0.200000003,"Google"
-0.5,"Google"
0.400000006,"Google"
0.300000012,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.899999976,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
0.699999988,"Google"
0.699999988,"Google"
0,"Google"
0.5,"Google"
0,"Google"
-0.600000024,"Google"
-0.5,"Google"
0.600000024,"Google"
0.5,"Google"
-0.300000012,"Google"
0.200000003,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.5,"Google"
0.300000012,"Google"
-0.600000024,"Google"
-0.800000012,"Google"
0.899999976,"Google"
0.300000012,"Google"
0.800000012,"Google"
0.899999976,"Google"
-0.200000003,"Google"
0.899999976,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
-0.300000012,"Google"
-0.600000024,"Google"
-0.300000012,"Google"
-0.899999976,"Google"
-0.600000024,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
0.300000012,"Google"
-0.899999976,"Google"
0,"Google"
0.899999976,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.300000012,"Google"
0.899999976,"Google"
-0.600000024,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
0.800000012,"Google"
-0.800000012,"Google"
-0.899999976,"Google"
-0.699999988,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
0.899999976,"Google"
0.899999976,"Google"
0,"Google"
-0.5,"Google"
0.100000001,"Google"
0.400000006,"Google"
-0.899999976,"Google"
0.200000003,"Google"
0.600000024,"Google"
-0.300000012,"Google"
0.899999976,"Google"
0.100000001,"Google"
0,"Google"
-0.600000024,"Google"
0,"Google"
0.400000006,"Google"
0.400000006,"Google"
-0.200000003,"Google"
0.200000003,"Google"
0.300000012,"Google"
0.300000012,"Google"
-0.100000001,"Google"
-0.699999988,"Google"
0.800000012,"Google"
-0.200000003,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
0.200000003,"Google"
0.300000012,"Google"
0.200000003,"Google"
0,"Google"
0.200000003,"Google"
0.400000006,"Google"
0.200000003,"Google"
0.300000012,"Google"
-0.400000006,"Google"
0,"Google"
0.800000012,"Google"
0,"Google"
0.400000006,"Google"
0,"Google"
-0.899999976,"Google"
-0.100000001,"Google"
-0.699999988,"Google"
-0.5,"Google"
0.5,"Google"
0.899999976,"Google"
-0.800000012,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
-0.899999976,"Google"
0.200000003,"Google"
-0.5,"Google"
0.100000001,"Google"
-0.600000024,"Google"
-0.300000012,"Google"
-0.400000006,"Google"
-0.800000012,"Google"
-0.600000024,"Google"
0.400000006,"Google"
0.200000003,"Google"
-0.600000024,"Google"
0.100000001,"Google"
-0.300000012,"Google"
0,"Google"
-0.800000012,"Google"
-0.200000003,"Google"
-0.5,"Google"
0.100000001,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
0.800000012,"Google"
0,"Google"
-0.699999988,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
-0.5,"Google"
0.699999988,"Google"
0.400000006,"Google"
0,"Google"
-0.100000001,"Google"
0.200000003,"Google"
-0.300000012,"Google"
0,"Google"
-0.800000012,"Google"
-0.200000003,"Google"
0.300000012,"Google"
-0.300000012,"Google"
0.400000006,"Google"
0.699999988,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
0.100000001,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
0.100000001,"Google"
0.699999988,"Google"
-0.400000006,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
-0.800000012,"Google"
-0.400000006,"Google"
0.200000003,"Google"
0.300000012,"Google"
0,"Google"
-0.200000003,"Google"
-0.800000012,"Google"
-0.5,"Google"
-0.899999976,"Google"
0,"Google"
0,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
-0.5,"Google"
-0.600000024,"Google"
-0.800000012,"Google"
-0.600000024,"Google"
0.300000012,"Google"
-0.300000012,"Google"
0.200000003,"Google"
-0.400000006,"Google"
0,"Google"
-0.300000012,"Google"
0.100000001,"Google"
0.100000001,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
0.300000012,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
0.100000001,"Google"
0.400000006,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
0,"Google"
0.899999976,"Google"
0.400000006,"Google"
-0.800000012,"Google"
0.100000001,"Google"
0.899999976,"Google"
0,"Google"
0,"Google"
-0.899999976,"Google"
0.100000001,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
0,"Google"
0.200000003,"Google"
-0.899999976,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.400000006,"Google"
-0.200000003,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
-0.5,"Google"
-0.400000006,"Google"
0,"Google"
-0.899999976,"Google"
-0.600000024,"Google"
0,"Google"
-0.899999976,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.699999988,"Google"
0.400000006,"Google"
0.600000024,"Google"
-0.100000001,"Google"
0.300000012,"Google"
0,"Google"
0,"Google"
0.200000003,"Google"
0.100000001,"Google"
-0.600000024,"Google"
0.699999988,"Google"
0,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
-0.200000003,"Google"
0,"Google"
-0.300000012,"Google"
0.800000012,"Google"
0,"Google"
0.100000001,"Google"
0.5,"Google"
-0.899999976,"Google"
0.100000001,"Google"
-0.300000012,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
0,"Google"
0.300000012,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
0.100000001,"Google"
0,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
0.200000003,"Google"
-0.100000001,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.400000006,"Google"
0,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
0.300000012,"Google"
0.899999976,"Google"
-0.400000006,"Google"
-0.200000003,"Google"
0.100000001,"Google"
0.200000003,"Google"
-0.600000024,"Google"
0.400000006,"Google"
-0.5,"Google"
-0.300000012,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
0.200000003,"Google"
0.300000012,"Google"
-0.100000001,"Google"
-0.699999988,"Google"
0.200000003,"Google"
-0.600000024,"Google"
0.600000024,"Google"
0,"Google"
-0.699999988,"Google"
-0.200000003,"Google"
-0.5,"Google"
0.200000003,"Google"
0,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
0.200000003,"Google"
0.100000001,"Google"
-0.699999988,"Google"
0,"Google"
-0.200000003,"Google"
-0.5,"Google"
0,"Google"
-0.200000003,"Google"
-0.200000003,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
0.300000012,"Google"
0.600000024,"Google"
-0.800000012,"Google"
-0.600000024,"Google"
0,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.300000012,"Google"
0.699999988,"Google"
-0.800000012,"Google"
0.400000006,"Google"
-0.300000012,"Google"
0.899999976,"Google"
-0.300000012,"Google"
0,"Google"
-0.300000012,"Google"
-0.600000024,"Google"
-0.300000012,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
-0.5,"Google"
-0.300000012,"Google"
0.100000001,"Google"
-0.699999988,"Google"
-0.899999976,"Google"
-0.100000001,"Google"
-0.5,"Google"
-0.5,"Google"
-0.5,"Google"
0.400000006,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
0.600000024,"Google"
0.5,"Google"
-0.300000012,"Google"
-0.200000003,"Google"
-0.300000012,"Google"
-0.899999976,"Google"
-0.400000006,"Google"
0,"Google"
0,"Google"
-0.600000024,"Google"
0.200000003,"Google"
0.100000001,"Google"
0.400000006,"Google"
0,"Google"
0.300000012,"Google"
-0.400000006,"Google"
-0.100000001,"Google"
-0.600000024,"Google"
0,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
0.300000012,"Google"
0.200000003,"Google"
0.800000012,"Google"
-0.800000012,"Google"
0.100000001,"Google"
0.800000012,"Google"
0.600000024,"Google"
0.400000006,"Google"
0.200000003,"Google"
0.899999976,"Google"
-0.100000001,"Google"
0.5,"Google"
0.200000003,"Google"
-0.300000012,"Google"
0.300000012,"Google"
0.100000001,"Google"
-0.200000003,"Google"
0.100000001,"Google"
0,"Google"
0.5,"Google"
-0.5,"Google"
0,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
-0.899999976,"Google"
-0.200000003,"Google"
0.899999976,"Google"
0.300000012,"Google"
0,"Google"
0.100000001,"Google"
0.5,"Google"
-0.200000003,"Google"
0,"Google"
0,"Google"
-0.600000024,"Google"
-0.200000003,"Google"
-0.699999988,"Google"
-0.5,"Google"
0,"Google"
0,"Google"
0,"Google"
0.200000003,"Google"
0,"Google"
0.5,"Google"
0.200000003,"Google"
0.899999976,"Google"
0.200000003,"Google"
0.200000003,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
-0.5,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
0.300000012,"Google"
-0.400000006,"Google"
0,"Google"
-0.400000006,"Google"
0.200000003,"Google"
0.800000012,"Google"
-0.100000001,"Google"
-0.800000012,"Google"
0.100000001,"Google"
0,"Google"
0.600000024,"Google"
-0.400000006,"Google"
-0.5,"Google"
0.800000012,"Google"
0.200000003,"Google"
0.200000003,"Google"
0,"Google"
-0.100000001,"Google"
0.100000001,"Google"
0,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
0.200000003,"Google"
-0.800000012,"Google"
0.200000003,"Google"
0.100000001,"Google"
0.400000006,"Google"
0,"Google"
0.400000006,"Google"
0,"Google"
0.899999976,"Google"
-0.5,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
0.200000003,"Google"
-0.100000001,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.800000012,"Google"
0.800000012,"Google"
0.100000001,"Google"
-0.300000012,"Google"
0.300000012,"Google"
-0.300000012,"Google"
-0.400000006,"Google"
0.5,"Google"
0.699999988,"Google"
-0.100000001,"Google"
-0.899999976,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
0.600000024,"Google"
0,"Google"
0,"Google"
-0.699999988,"Google"
0.800000012,"Google"
0.400000006,"Google"
-0.800000012,"Google"
0,"Google"
0.800000012,"Google"
0,"Google"
0,"Google"
-0.300000012,"Google"
-0.100000001,"Google"
-0.600000024,"Google"
-0.800000012,"Google"
-0.5,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
-0.300000012,"Google"
0,"Google"
-0.200000003,"Google"
0,"Google"
0.200000003,"Google"
0.200000003,"Google"
0,"Google"
0,"Google"
0.600000024,"Google"
-0.200000003,"Google"
0.600000024,"Google"
0,"Google"
-0.800000012,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
0.800000012,"Google"
-0.100000001,"Google"
0.699999988,"Google"
-0.699999988,"Google"
-0.5,"Google"
0,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
0.600000024,"Google"
0.400000006,"Google"
-0.800000012,"Google"
-0.300000012,"Google"
0.200000003,"Google"
0.600000024,"Google"
0,"Google"
-0.600000024,"Google"
0,"Google"
-0.600000024,"Google"
-0.100000001,"Google"
0.5,"Google"
-0.5,"Google"
0.600000024,"Google"
0.200000003,"Google"
0.800000012,"Google"
0.5,"Google"
-0.200000003,"Google"
-0.600000024,"Google"
0.300000012,"Google"
0,"Google"
-0.300000012,"Google"
0.300000012,"Google"
-0.899999976,"Google"
0,"Google"
-0.300000012,"Google"
0.300000012,"Google"
0.200000003,"Google"
-0.100000001,"Google"
-0.899999976,"Google"
-0.800000012,"Google"
0.800000012,"Google"
-0.5,"Google"
0,"Google"
0.899999976,"Google"
-0.600000024,"Google"
0.100000001,"Google"
-0.200000003,"Google"
0,"Google"
-0.200000003,"Google"
0.400000006,"Google"
0.100000001,"Google"
0.200000003,"Google"
-0.600000024,"Google"
0.800000012,"Google"
0.300000012,"Google"
0.400000006,"Google"
0.600000024,"Google"
0.300000012,"Google"
0.699999988,"Google"
-0.800000012,"Google"
0.899999976,"Google"
0.600000024,"Google"
0.800000012,"Google"
0.300000012,"Google"
0.400000006,"Google"
0,"Google"
-0.400000006,"Google"
-0.100000001,"Google"
-0.100000001,"Google"
0.200000003,"Google"
0.100000001,"Google"
-0.400000006,"Google"
0.100000001,"Google"
0.899999976,"Google"
0,"Google"
0.100000001,"Google"
-0.699999988,"Google"
0.400000006,"Google"
0.400000006,"Google"
0.100000001,"Google"
-0.600000024,"Google"
-0.400000006,"Google"
0.5,"Google"
0,"Google"
0.699999988,"Google"
0.200000003,"Google"
0,"Google"
0.100000001,"Google"
0,"Google"
0.100000001,"Google"
0.699999988,"Google"
0,"Google"
-0.600000024,"Google"
-0.899999976,"Google"
0.800000012,"Google"
-0.100000001,"Google"
-0.300000012,"Google"
-0.5,"Google"
-0.100000001,"Google"
0,"Google"
0.800000012,"Google"
0.5,"Google"
-0.200000003,"Google"
-0.400000006,"Google"
0.300000012,"Google"
0.899999976,"Google"
-0.899999976,"Google"
0.200000003,"Google"
-0.600000024,"Google"
-0.5,"Google"
0.899999976,"Google"
0.899999976,"Google"
-0.200000003,"Google"
0.200000003,"Google"
0,"Google"
0.899999976,"Google"
0,"Google"
-0.100000001,"Google"
0.600000024,"Google"
0,"Google"
-0.899999976,"Google"
0.100000001,"Google"
0.800000012,"Google"
0.100000001,"Google"
0.100000001,"Google"
-0.699999988,"Google"
0.600000024,"Google"
0.300000012,"Google"
0.5,"Google"
0.300000012,"Google"
-0.200000003,"Google"
0.100000001,"Google"
0.899999976,"Google"
0,"Google"
-0.899999976,"Google"
0.200000003,"Google"
0.5,"Google"
0.200000003,"Google"
0.100000001,"Google"
-0.899999976,"Google"
0.5,"Google"
0.5,"Google"
-0.400000006,"Google"
-0.5,"Google"
0,"Google"
0.899999976,"Google"
0.5,"Google"
-0.899999976,"Google"
0.600000024,"Google"
-0.100000001,"Google"
-0.5,"Google"
0.899999976,"Google"
0,"Google"
-0.100000001,"Google"
0.5,"Google"
0.699999988,"Google"
0.699999988,"Google"
-0.100000001,"Google"
0,"Google"
0.200000003,"Google"
0.300000012,"Google"
0.899999976,"Google"
-0.800000012,"Google"
0,"Google"
-0.699999988,"Google"
0.100000001,"Google"
0.800000012,"Google"
0.699999988,"Google"
0.600000024,"Google"
0.899999976,"Google"
0.699999988,"Google"
0.899999976,"Google"
0.400000006,"Google"
0,"Google"
0,"Google"
-0.200000003,"Google"
-0.800000012,"Google"
0.300000012,"Google"
0.200000003,"Google"
-0.5,"Google"
0.899999976,"Google"
0.100000001,"Google"
-0.300000012,"Google"
0,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
-0.400000006,"Google"
0.200000003,"Google"
-0.699999988,"Google"
-0.5,"Google"
0.400000006,"Google"
0,"Google"
0,"Google"
-0.300000012,"Google"
-0.300000012,"Google"
0.899999976,"Google"
-0.100000001,"Google"
0,"Google"
0.100000001,"Google"
0,"Google"
-0.5,"Google"
0,"Google"
-0.699999988,"Google"
0.899999976,"Google"
-0.800000012,"Google"
-0.200000003,"Google"
0,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
0,"Google"
0.300000012,"Google"
0.300000012,"Google"
-0.100000001,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
0,"Google"
-0.400000006,"Google"
0.300000012,"Google"
-0.600000024,"Google"
-0.699999988,"Google"
0,"Google"
-0.600000024,"Google"
0.100000001,"Google"
0,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
0.200000003,"Google"
0.400000006,"Google"
0.600000024,"Google"
0.400000006,"Google"
0,"Google"
-0.800000012,"Google"
0.100000001,"Google"
-0.100000001,"Google"
0.400000006,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
0.400000006,"Google"
0,"Google"
0.800000012,"Google"
0,"Google"
0.200000003,"Google"
0.899999976,"Google"
-0.5,"Google"
0.5,"Google"
0.400000006,"Google"
-0.300000012,"Google"
-0.300000012,"Google"
-0.400000006,"Google"
-0.699999988,"Google"
0.300000012,"Google"
-0.300000012,"Google"
-0.699999988,"Google"
0,"Google"
-0.800000012,"Google"
-0.800000012,"Google"
-0.5,"Google"
0.800000012,"Google"
0,"Google"
0,"Google"
0.600000024,"Google"
-0.100000001,"Google"
-0.400000006,"Google"
-0.300000012,"Google"
-0.800000012,"Google"
0.899999976,"Google"
0,"Google"
-0.200000003,"Google"
0,"Google"
0,"Google"
-0.899999976,"Google"
-0.899999976,"Google"
-0.300000012,"Google"
-0.300000012,"Google"
0,"Google"
-0.300000012,"Google"
0.200000003,"Google"
-0.800000012,"Google"
-0.100000001,"Google"
-0.200000003,"Google"
-0.800000012,"Google"
0,"Google"
0.300000012,"Google"
-0.100000001,"Google"
0,"Google"
-0.5,"Google"
-0.800000012,"Google"
-0.5,"Google"
0,"Google"
-0.100000001,"Google"
0.600000024,"Google"
0.400000006,"Google"
0.400000006,"Google"
-0.600000024,"Google"
-0.800000012,"Google"
-0.699999988,"Google"
0.100000001,"Google"
-0.400000006,"Google"
0,"Google"
0.5,"Google"
0.100000001,"Google"
0.5,"Google"
0,"Google"
-0.600000024,"Google"
0.300000012,"Google"
-0.200000003,"Google"
0,"Google"
0.100000001,"Google"
0,"Google"
0,"Google"
0,"Google"
-0.400000006,"Google"
0,"Google"
0.100000001,"Google"
0,"Google"
-0.600000024,"Google"
0,"Google"
0,"Google"
-0.5,"Google"
-0.699999988,"Google"
-0.5,"Google"
0,"Google"
0.100000001,"Google"
-0.400000006,"Google"
